1.8e-07,3.6e-07,5.4e-07,0.043112,0.46996,0.48059,1.1795,1.3168,1.4035,1.5748,1.6392,2.0798,3.2458,4.1531,4.4164,7.8317,7.8317,7.6669,7.6669,7.6669,5.9666,4.5249,4.5249,4.4454,4.4454,4.4454,4.4454,4.981,4.981,4.1883,4.1883,4.1883,4.1883,4.1883,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809,3.1809
1.8e-07,3.6e-07,5.4e-07,0.0664,0.26063,0.2636,0.30333,0.55002,0.68766,1.2723,1.606,2.5238,2.6002,2.6928,3.0004,5.1802,5.1802,5.1802,4.1779,4.1779,4.1779,4.2331,4.2331,4.2331,4.5109,4.5109,4.5109,4.5109,3.747,3.9685,3.9685,3.9685,3.9685,3.9685,3.9685,3.9685,3.9685,3.9685,5.5089,5.5089,5.5089,5.5089,5.5089,5.5089,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3866,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.3118,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666,5.0666
1.8e-07,3.6e-07,5.4e-07,0.16604,0.24283,0.27118,0.34899,0.44174,0.51432,0.93484,1.0135,1.0135,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651,1.3651
1.8e-07,3.6e-07,5.4e-07,0.003757,0.047818,0.049558,0.42023,0.54155,0.57019,0.6104,1.5553,1.5989,3.0947,3.3291,3.4669,3.4669,3.4669,3.3351,3.3351,3.3351,3.3351,3.3351,3.3351,3.3351,3.3351,3.3351,3.3351,3.3351,2.3726,2.3726,2.3726,2.3726,2.3726,2.3726,2.3726,2.3726,2.3726,2.3726,2.3726,2.6319,2.6319,2.6319,2.047,2.047,2.047,2.047,2.047,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,2.9247,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526,3.5526
1.8e-07,3.6e-07,5.4e-07,0.0062165,0.052738,0.070637,0.16153,0.17099,1.5134,2.7931,3.1457,5.3898,5.3898,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764,6.3764
1.8e-07,3.6e-07,5.4e-07,0.03131,0.27257,0.30783,0.37328,0.48,0.62195,0.68144,0.68144,0.68144,1.6793,2.2502,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998,3.8998
1.8e-07,3.6e-07,5.4e-07,0.01439,0.65302,0.6654,0.82737,0.87087,0.91757,2.6175,3.075,3.4708,3.4984,3.4984,4.1425,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949,4.5949
1.8e-07,3.6e-07,5.4e-07,0.0055851,0.12571,0.15507,0.16016,0.30136,0.39122,0.89995,0.94997,1.0982,1.4156,2.6682,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065,3.2065
1.8e-07,3.6e-07,5.4e-07,0.0031236,0.0083435,0.038963,0.54474,0.57119,0.59867,0.70259,0.75925,0.8827,0.99581,1.4486,1.711,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868,2.3868
1.8e-07,3.6e-07,5.4e-07,0.0036552,0.11185,0.17178,0.2259,0.48486,0.59111,0.94895,1.1512,1.2234,1.3354,2.1122,6.0434,6.7802,6.7802,7.0853,6.7938,6.7938,6.7938,7.5443,7.5443,7.5443,7.5443,7.5443,6.9226,6.9226,6.9226,6.9226,6.9226,6.9226,6.8821,6.8821,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921,6.7921
